id,sentence,label,sentence_length
912,the fruit is a kind of food,1,7
912,the stone is a kind of food,0,7
913,Models are usually very short,0,5
913,Models are usually very tall,1,5
915,my bag is full of chairs,0,6
915,my bag is full of books,1,6
916,the movie is so boring that I fall asleep,1,9
916,the movie is so interesting that I fall asleep,0,9
918,this article is so brief that I can read it easily,1,11
918,this article is so long that I can read it easily,0,11
919,it is dangerous to swim in the sea,1,8
919,it is safe to swim in the sea,0,8
920,The soldiers were very patriotic and they attack their country,0,10
920,The soldiers were very patriotic and they defend their country,1,10
922,he is so inexperienced that he finished the task quickly,0,10
922,he is so experienced that he finished the task quickly,1,10
923,we need to be friendly to our enemies,0,8
923,we need to be friendly to our friends,1,8
925,Servants need to serve their masters,1,6
925,Masters need to serve their servants,0,6
926,my house is a public place,0,6
926,my house is a private place,1,6
927,most plants prefer to grow in the shadow,0,8
927,most plants prefer to grow in the sun,1,8
928,When the room is dark you want to turn on the light,1,12
928,When the room is very bright you want to turn on the light,0,13
929,you'd better wash your hands after using the toilet,1,9
929,you'd better not wash your hands after using the toilet,0,10
930,You don't want to wear short sleeves outside in winter,1,10
930,You want to wear short sleeves outside in winter,0,9
931,Diesel cars need no oil to run,0,7
931,Diesel cars need oil to run,1,6
932,People will die if they lose too much blood,1,9
932,The more blood you lose the healthier you'll be,0,9
933,Drunk driving is a good habit,0,6
933,Drunk driving is not a good habit,1,7
934,A magnet can attract aluminum,0,5
934,A magnet can attract iron,1,5
935,Bricks can make walls,1,4
935,Papers can make walls,0,4
936,We can brush our teeth with toothpaste,1,7
936,We can brush our teeth with body wash,0,8
937,he used his mind to open the door,0,8
937,he used his hand to open the door,1,8
940,she traveled to the Antarctic by air,1,7
940,she traveled to the Antarctic on foot,0,7
942,after dinner he prepared the dishes,0,6
942,after dinner he washed the dishes,1,6
944,he drank some hot water to cool down,0,8
944,he drank some cold water to cool down,1,8
945,early in the morning he went out for dinner,0,9
945,early in the morning he went out for breakfast,1,9
946,she ate ice cream to relieve the thirst,1,8
946,she ate ice cream to relieve the pain,0,8
947,the waiter paid the bill of a delicious meal,0,9
947,the guest paid the bill of a delicious meal,1,9
948,I love to drink soda of 20-year history,0,8
948,I love to drink wine of 20-year history,1,8
949,as for lunch he took some pills,0,7
949,as for lunch he took some buns,1,7
950,he brushed his teeth at home,1,6
950,he brushed his teeth at school,0,6
951,his family drives a car to go on a trip,1,10
951,his family drives a train to go on a trip,0,10
952,the desk is made of wood,1,6
952,the desk is made of wool,0,6
953,the carpet is made of wool,1,6
953,the carpet is made of wood,0,6
954,shoes made of artificial leather are expensive,0,7
954,shoes made of real leather are expensive,1,7
955,he came here yesterday,1,4
955,he came here tomorrow,0,4
956,rocks had fallen from above,1,5
956,rocks had fallen from beneath,0,5
958,people tell their future to the next generation,0,8
958,people tell their history to the next generation,1,8
959,ancient people made tools of metal,0,6
959,ancient people made tools of stone,1,6
962,she read a fairy tale on the newspaper,0,8
962,she read breaking news on the newspaper,1,7
964,he ate cookies after going to bed,0,7
964,he ate cookies before going to bed,1,7
965,I opened my mouth and breathed heavily,1,7
965,I opened my eyes and breathed heavily,0,7
966,he married his dog,0,4
966,he married his girlfriend,1,4
967,he invited his female friend to his wedding,1,8
967,he invited his girlfriend to his wedding,0,7
968,we need an hour to get to the airport,1,9
968,we need a month to get to the airport,0,9
969,the company starts offices all over the building,0,8
969,the company starts offices all over the world,1,8
970,my family lives in a large house,1,7
970,my family lives in a large box,0,7
971,we said goodbye and met,0,5
971,we said goodbye and left,1,5
972,I often walk my dog after dinner,1,7
972,I often walk my bag after dinner,0,7
973,my arm hurts and it's very comfortable,0,7
973,my arm hurts and it's very painful,1,7
974,I'm looking for a job as a mother,0,8
974,I'm looking for a job as a babysitter,1,8
975,he got into his boat and started to row,1,9
975,he got into his car and started to row,0,9
977,she ate 3 hamburgers for lunch,1,6
977,she ate 30 hamburgers for lunch,0,6
978,he rode a bike in the river,0,7
978,he rode a bike in the street,1,7
979,he loves skating on water,0,5
979,he loves skating on ice,1,5
982,she turned on the light to sleep,0,7
982,she turned on the light to study,1,7
983,the farmer planted corn on his head,0,7
983,the farmer planted corn on his farm,1,7
984,leaves became green in autumn,0,5
984,leaves became yellow in autumn,1,5
985,we missed the first bus and had to take a taxi,0,11
985,we missed the last bus and had to take a taxi,1,11
988,the apple grew under the tree,0,6
988,the apple grew on the tree,1,6
989,food can be cooked in a pan,1,7
989,food can be cooked in a van,0,7
990,he bought a dictionary yesterday,1,5
990,he wrote a dictionary yesterday,0,5
991,he lost all his money in donating,0,7
991,he lost all his money in gambling,1,7
992,he brought an exhibit from the museum,0,7
992,he brought a souvenir from the museum,1,7
993,he scored the losing goal,0,5
993,he scored the winning goal,1,5
994,we will watch the game on the radio,0,8
994,we will watch the game on tv,1,7
995,he fell asleep under the tree,1,6
995,he fell asleep in the tree,0,6
996,drivers should not drive when they are energetic,0,8
996,drivers should not drive when they are tired,1,8
997,I woke up and found an elephant in my pajama,0,10
997,I woke up and found a mosquito in my pajama,1,10
998,the new product catches readers' eye,1,6
998,the new product catches readers' ear,0,6
999,they climbed the mountain and reached the top,1,8
999,they reached the top and climbed the mountain,0,8
1000,comb can part hair,1,4
1000,comb can cut hair,0,4
1001,we were told to keep silent in the library,1,9
1001,we were told to keep noisy in the library,0,9
1002,the artist painted the handle to open the door,0,9
1002,the artist pulled the handle to open the door,1,9
1004,he failed the course three times,1,6
1004,he passed the course three times,0,6
1007,the police officer kissed the robber in the leg,0,9
1007,the police officer shot the robber in the leg,1,9
1008,he saw a tiger at the hospital,0,7
1008,he saw a tiger at the zoo,1,7
1009,he swam in the lake,1,5
1009,he swam in the fish tank,0,6
1010,he vowed to love her for the rest of day,0,10
1010,he vowed to love her for the rest of life,1,10
1011,he took the final exam to pass the course,1,9
1011,he skipped the final exam to pass the course,0,9
1012,he felt depressed at the good news,0,7
1012,he felt pleased with the good news,1,7
1013,the writer won an award for his new movie,0,9
1013,the director won an award for his new movie,1,9
1014,he took a photo of all his friends,1,8
1014,he took a photo of all human beings,0,8
1015,thank you for your selfless action,1,6
1015,thank you for your selfish action,0,6
1016,the reporter awarded the Olympic champion,0,6
1016,the reporter interviewed the Olympic champion,1,6
1017,the impressive speech was interrupted by hiss,0,7
1017,the impressive speech was interrupted by applause,1,7
1018,he struggled to make his nightmare come true,0,8
1018,he struggled to make his dream come true,1,8
1019,he changed his job due to low salary,1,8
1019,he changed his job due to high salary,0,8
1020,I got a stomachache and went to the dentist's,0,9
1020,I got a stomachache and went to the chemist's,1,9
1022,he bought a cake to celebrate her birthday,1,8
1022,he ate a cake to celebrate her birthday,0,8
1023,he escaped the bullet and survived,1,6
1023,he escaped the bullet and died,0,6
1024,the teacher read an interesting story to the students,1,9
1024,the chalk read an interesting story to the students,0,9
1025,the treasure is inherited from his ancestors,1,7
1025,the treasure is inherited from his descendants,0,7
1026,he threw a plate for his dog to catch,0,9
1026,he threw a frisbee for his dog to catch,1,9
1028,he continued to read the book to the first page,0,10
1028,he continued to read the book to the last page,1,10
1029,students like it when teachers let them go later,0,9
1029,students like it when teachers let them go early,1,9
1031,he maintained balance and fell to the ground,0,8
1031,he lost balance and fell to the ground,1,8
1032,he bought his new coat at the clothing store,1,9
1032,he bought his new coat at the grocery store,0,9
1033,the traffic light turned white from red,0,7
1033,the traffic light turned green from red,1,7
1034,she smells terrible after a shower,0,6
1034,she smells nice after a shower,1,6
1035,he put on a sweater and go skiing,1,8
1035,he put on a t-shirt and go skiing,0,8
1036,he received many gifts at his birthday party,1,8
1036,he received many complaints at his birthday party,0,8
1039,she planted a tree in her yard,1,7
1039,she planted a tree in her bedroom,0,7
1040,the policeman put the witness in jail,0,7
1040,the policeman put the suspect in jail,1,7
1041,he printed out the form and filled in the blanks,1,10
1041,he printed out the form and crossed out the blanks,0,10
1042,the turtle broke the eggs it laid on land,0,9
1042,the turtle deposited the eggs it laid on land,1,9
1043,the shipowner adjusted the sail to go faster,1,8
1043,the shipowner adjusted the wind to go faster,0,8
1044,he lit the cigarette and began to smoke,1,8
1044,he extinguished the cigarette and began to smoke,0,8
1045,the bride got a bouquet after the wedding,0,8
1045,the bride threw a bouquet after the wedding,1,8
1046,she put her earrings back to the seasoning box,0,9
1046,she put her earrings back to the jewelry box,1,9
1047,a short lunch break from work makes me eat quickly,1,10
1047,a short lunch break from work makes me eat slowly,0,10
1048,every time I got a reply when he received my letter,1,11
1048,every time I wrote a reply when he received my letter,0,11
1050,the waiter gave him a menu to order food,1,9
1050,the waiter gave him a bill to order food,0,9
1051,he lit a torch to see in the daytime,0,9
1051,he lit a torch to see in the nighttime,1,9
1054,he used spoons to eat soup,1,6
1054,he used chopsticks to eat soup,0,6
1055,DVD can be used to search for information,0,8
1055,DVD can be used to store information,1,7
1056,I ate lemon and my teeth turned yellow,1,8
1056,I ate watermelon and my teeth turned yellow,0,8
1057,she took off socks and washed her hands,0,8
1057,she took off gloves and washed her hands,1,8
1058,the cow jumped over the moon and escaped,0,8
1058,the cow jumped over the fence and escaped,1,8
1061,he stretched out on the economy class of the flight,0,10
1061,he stretched out on the first class of the flight,1,10
1062,he walked through the hallway to another room,1,8
1062,he walked through the railway to another room,0,8
1063,the ground was covered with sugar overnight,0,7
1063,the ground was covered with snow overnight,1,7
1065,Tom wore pajamas for a job interview yesterday,0,8
1065,Tom wore a suit for a job interview yesterday,1,9
1066,she put the guitar on the top of the shelf,1,10
1066,she put the guitar on the top of the mountain,0,10
1067,he ate some sleeping pills in order not to fall asleep,0,11
1067,he ate some coffee beans in order not to fall asleep,1,11
1068,she got a good grade after a semester of hard study,1,11
1068,she got a bad grade after a semester of hard study,0,11
1069,her new song was popular on the theater screen,0,9
1069,her new movie was popular on the theater screen,1,9
1070,it's 12 o'clock and the new year is coming,1,9
1070,it's 6 o'clock and the new year is coming,0,9
1071,the bird built a nest on the top of the tree,1,11
1071,the bird built a nest on the bottom of the tree,0,11
1072,she turned on the light and the room became bright,1,10
1072,she turned on the radio and the room became bright,0,10
1073,he used a surfboard to surf the internet,0,8
1073,he used a browser to surf the internet,1,8
1075,I remember they built a snowman last winter,1,8
1075,I remember they built a snowman last summer,0,8
1077,she walked to the gas station to refuel her car,0,10
1077,she drove to the gas station to refuel her car,1,10
1078,after one year of exercise he became strong,1,8
1078,after one day of exercise he became strong,0,8
1079,he opened his umbrella when it started to rain,1,9
1079,he folded his umbrella when it started to rain,0,9
1081,he ran out of cola while driving to work so he walked there,0,13
1081,he ran out of gas while driving to work so he walked there,1,13
1083,jim wrote a message with a pencil on a piece of paper,1,12
1083,jim wrote a message with a finger on a piece of paper,0,12
1084,the businessman went to the airport to catch a plane,1,10
1084,the businessman went to the airport to catch a mouse,0,10
1085,he stretched his arms and caught the ball with his hands,1,11
1085,he stretched his arms and caught the ball with his feet,0,11
1086,the difference between the twins' birth time is one minute,1,10
1086,the difference between the twins' birth time is one day,0,10
1087,he found enough evidence to commit a crime,0,8
1087,he found enough evidence to convict a crime,1,8
1088,jim cut his finger with the soap,0,7
1088,jim cut his finger with the knife,1,7
1090,jack had bad breath so he ate a garlic,0,9
1090,jack had bad breath so he ate a mint,1,9
1091,susan cleaned her room and she had more trash,0,9
1091,susan cleaned her room and she had more space,1,9
1092,he ate hot pot at a fast food restaurant,0,9
1092,he ate a hamburger at a fast food restaurant,1,9
1093,he felt hungry and went to a gym to eat,0,10
1093,he felt hungry and went to a restaurant to eat,1,10
1094,he suspected there was a mouse in the garage so he brought a cat home,1,15
1094,he suspected there was a mouse in the garage so he brought a dog home,0,15
1096,joe stole some money from his own pocket,0,8
1096,joe stole some money from his mother's pocket,1,8
1097,the child looked up to find stars in the sky,1,10
1097,the child looked down to find stars in the sky,0,10
1099,tom watched fictions on television,1,5
1099,tom watched fictions on magazines,0,5
1100,john got up early to take a good rest,0,9
1100,john got up late to take a good rest,1,9
1101,susan disconnected the phone to wait for another call,0,9
1101,susan hung up the phone to wait for another call,1,10
1102,she bent her knees to jump up,1,7
1102,she bent her eyebrows to jump up,0,7
1103,anne dropped an egg on the floor,1,7
1103,anne dropped a waterfall on the floor,0,7
1105,he looked through a magnifier to observe a cell,0,9
1105,he looked through a telescope to observe a cell,1,9
1109,jefferson forgot to shut up before he did some exercises,0,10
1109,jefferson forgot to warm up before he did some exercises,1,10
1110,he received a degree from his family,0,7
1110,he received a degree from the university,1,7
1111,james drove his car for a long time everyday,1,9
1111,james liked his car for a long time everyday,0,9
1112,tony used his drakes to stop his bicycle,0,8
1112,tony used his brakes to stop his bicycle,1,8
1113,she found seahorses at the bottom of the sea,1,9
1113,she found eagles at the bottom of the sea,0,9
1114,he used his id card to pay the bill,0,9
1114,he used his credit card to pay the bill,1,9
1115,he is the first man born on the moon,0,9
1115,he is the first man landed on the moon,1,9
1116,joe slipped on a banana peel,1,6
1116,joe slept on a banana peel,0,6
1117,the newborn monkey drinks milk from its mother's breast,1,9
1117,the newborn monkey drinks banana from its mother's breast,0,9
1118,carrots make tom sick,1,4
1118,carrots make rabbits sick,0,4
1122,he got punished by the boss because of his hard work,0,11
1122,he got paid by the boss because of his hard work,1,11
1123,a boat floated in the water,1,6
1123,a boat floated in the bowl,0,6
1124,fred turned up the volume of the radio,1,8
1124,fred turned up the capacity of the radio,0,8
1125,alex drove the van to the lake,1,7
1125,alex drove the van into the lake,0,7
1126,frank brought a can of jewelry from the grocery shop,0,10
1126,frank brought a can of beer from the grocery shop,1,10
1127,mary wore a pretty watch to the dancing party,0,9
1127,mary wore a pretty dress to the dancing party,1,9
1129,he ate his chop suey with chopsticks,1,7
1129,he ate his chopsticks with chop suey,0,7
1131,jamie served delicious food on a dish,1,7
1131,jamie served delicious food on a laptop,0,7
1132,he wrote a letter on a typewriter,1,7
1132,he wrote a letter on tv,0,6
1134,suzie bought her parents a new car for her birthday,0,10
1134,suzie bought her parents a new car for Christmas,1,9
1135,lily hid behind a hair,0,5
1135,lily hid behind a chair,1,5
1137,lewis was having an affair with his boss,1,8
1137,lewis was having an affair with his girlfriend,0,8
1138,hats protect the head from sun and rain,1,8
1138,hats expose the head to sun and rain,0,8
1139,jack handed a word to her,0,6
1139,jack handed a dictionary to her,1,6
1140,he lent me some bills,0,5
1140,he lent me some money,1,5
1141,I gave him the key to break the door,0,9
1141,I gave him the key to open the door,1,9
1142,lucy made some tea to serve the guest,1,8
1142,lucy drank some tea to serve the guest,0,8
1144,the boss made him do hard work all day,1,9
1144,the boss made him do hard work all year,0,9
1145,I heard her singing in the next city,0,8
1145,I heard her singing in the next room,1,8
1146,I could hear the rain pattered against the window,1,9
1146,I could hear the rain pattered through the window,0,9
1147,my boyfriend brought me some roses on Valentine's Day,1,9
1147,my boyfriend grew me some roses on Valentine's Day,0,9
1149,our teacher told us to make more effort in study,1,10
1149,our teacher told us to make more mistakes in the study,0,11
1150,she made a beautiful cloth for the dinner party,0,9
1150,she made a beautiful dress for the dinner party,1,9
1151,the advanced auto machine will cost us a lot of labor,0,11
1151,the advanced auto machine will save us a lot of labor,1,11
1152,his success is due to his poor work,0,8
1152,his success is due to his excellent work,1,8
1153,he turned to his teacher for a question in homework,1,10
1153,he turned to his teacher for a question in the exam,0,11
1154,he tried hard to succeed to frustrate his parents,0,9
1154,he tried hard to succeed to please his parents,1,9
1155,adults are not allowed to drink beer,0,7
1155,children are not allowed to drink beer,1,7
1156,people became ignorant after they read the news,0,8
1156,people became knowledgeable after they read the news,1,8
1157,caroline asked her dog a name,0,6
1157,caroline gave her dog a name,1,6
1159,franklin is singing in the choir,1,6
1159,franklin is dancing in the choir,0,6
1160,Fiona wrote a shopping list after she went to the supermarket,0,11
1160,Fiona wrote a shopping list before she went to the supermarket,1,11
1162,jill wrote a book with monsters,0,6
1162,jill wrote a book about monsters,1,6
1163,she flew on a fly abroad,0,6
1163,she flew on a plane abroad,1,6
1164,we talked too much that we all puked later,0,9
1164,we ate too much that we all puked later,1,9
1165,tucker overdosed on candy,0,4
1165,tucker overdosed on heroin,1,4
1166,he got dirty after he bought the house,0,8
1166,he got dirty after he painted the house,1,8
1167,Ariel wanted to surprise Beth by calling her a puppy,0,10
1167,Ariel wanted to surprise Beth by buying her a puppy,1,10
1168,larry put his leisure suit on for the meeting,1,9
1168,larry put his swimsuit on for the meeting,0,8
1169,he put a piece of apple in his mouth,1,9
1169,he put an apple in his mouth,0,7
1170,he posted a stamp on the letter,1,7
1170,he printed a stamp on the letter,0,7
1171,alfred stopped at the drive-thru for a hamburger,1,8
1171,alfred stopped at the drive-thru for a lobster,0,8
1172,"on the day of the concert, we went to the dining hall very early for seats",0,16
1172,"on the day of the concert, we went to the concert hall very early for seats",1,16
1173,they bought paper made of steel,0,6
1173,they bought paper made of wood,1,6
1174,they hung out at the coffee shop,1,7
1174,they hung out at the meeting room,0,7
1175,joey used a towel to dry himself,1,7
1175,joey used a mop to dry himself,0,7
1176,wildfires are controlled by firefighters,1,5
1176,wildfires are controlled by street fighters,0,6
1178,he looked at the watch worn on his waist,0,9
1178,he looked at the watch worn on his wrist,1,9
1180,a secret is something that few people know,1,8
1180,a secret is something that everyone knows,0,7
1181,he ate too much that his fart was sweet,0,9
1181,he ate too much that his fart was smelly,1,9
1182,he swallowed his food without chewing,1,6
1182,he chewed his food without swallowing,0,6
1183,he brought his gun for the hunt,1,7
1183,he brought his gum for the hunt,0,7
1184,the yard was wet after several days of sunshine,0,9
1184,the yard was wet after several days of rain,1,9
1185,the ship sailed across the iced waters of the Atlantic,0,10
1185,the ship sailed across the icy waters of the Atlantic,1,10
1186,the ship turned sharply to get a collision,0,8
1186,the ship turned sharply to avoid a collision,1,8
1187,the artist added more colors on his painting,1,8
1187,the artist added more melodies on his painting,0,8
1189,peter is walking on the river of the bank,0,9
1189,peter is walking on the bank of the river,1,9
1190,the student attended several lectures to learn from different professors,1,10
1190,the student attended several lectures to teach different professors,0,9
1191,all the guest of the party sat next to the cake,1,11
1191,all the guest of the party sat onto the cake,0,10
1192,mia got a discount on her groceries so she spent less money,1,12
1192,mia got a discount on her groceries so she spent more money,0,12
1193,the sun is rising and it's getting bright outside,1,9
1193,the sun is rising and it's getting dark outside,0,9
1194,the conversation is at the beginning so I hung up the phone,0,12
1194,the conversation is at the end so I hung up the phone,1,12
1195,a canal was constructed next to the farmland for irrigation,1,10
1195,a canal was constructed next to the farmland for flood,0,10
1196,the skydiver glided safely to the seabed,0,7
1196,the skydiver glided safely to the ground,1,7
1197,after receiving the vaccine the baby became immune to the disease,1,11
1197,after becoming immune to the disease the baby received the vaccine,0,11
1198,todd opened the window to let the fresh air out,0,10
1198,todd opened the window to let the fresh air in,1,10
1200,jane painted a chair and put it aside,1,8
1200,jane painted a chair and sat on it,0,8
1201,lily ordered a salad at a vegetarian restaurant,1,8
1201,lily ordered a steak at a vegetarian restaurant,0,8
1202,he wanted to lose weight to fit into future clothes,0,10
1202,he wanted to lose weight to fit into previous clothes,1,10
1204,he found a check of one million dollars in his wallet,1,11
1204,he found cash of one million dollars in his wallet,0,10
1206,sally hatched some eggs for the Christmas eggnog,0,8
1206,sally cracked some eggs for the Christmas eggnog,1,8
1207,cindy said she was too sick to go to school,1,10
1207,cindy said she was too good to go to school,0,10
1208,the old man was praised for littering in public,0,9
1208,the old man was fined for littering in public,1,9
1209,jones lost some weight and his clothes fit loosely,1,9
1209,jones gained some weight and his clothes fit loosely,0,9
1210,he left his dog at his home when he headed for work,1,12
1210,he left his dog in his office when he headed for work,0,12
1212,the cat licked her fur carefully,1,6
1212,the girl licked her fur carefully,0,6
1213,to accommodate the bugs he converted the sofa into a bed,0,11
1213,to accommodate the guests he converted the sofa into a bed,1,11
1214,my hands are tired because I have been standing up all day,0,12
1214,my feet are tired because I have been standing up all day,1,12
1217,I attend a class in the classroom,1,7
1217,I attend a class in the principal room,0,8
1218,one of the common reasons for flight delay is the mood of the pilot,0,14
1218,one of the common reasons for flight delay is the traffic of the aircraft runway,1,15
1220,after eating I put the plate in the sink,1,9
1220,after cooking I put the plate in the sink,0,9
1222,after a long time of walking my foot went numb,0,10
1222,after a long time of sitting my foot went numb,1,10
1223,the photographer skipped the moment when the kids smiled,0,9
1223,the photographer snapped the moment when the kids smiled,1,9
1224,I slipped on the wet floor,1,6
1224,I slipped on the cracked floor,0,6
1225,the bar closed early because it was crowded,0,8
1225,the bar closed early because it was empty,1,8
1226,he got pulled over by the police when he was parking,0,11
1226,he got pulled over by the police when he was speeding,1,11
1227,the kid was spoiled and ran away from home,0,9
1227,the kid was abused and ran away from home,1,9
1228,bosh realized he forgot something when he looked at his watch,0,11
1228,bosh realized he forgot something when he looked at his list,1,11
1229,the bartender refused to serve the lonely patron,0,8
1229,the bartender refused to serve the drunk patron,1,8
1231,a train went through a tunnel and the inside of it went dark,1,13
1231,a train went through a bridge and the inside of it went dark,0,13
1232,the turtle hid in its shell to avoid an enemy,1,10
1232,the turtle hid in its shell to hunt a fish,0,10
1233,the girl handed down her clothes to her younger sister,1,10
1233,the girl handed down her clothes to her elder sister,0,10
1234,the bomb was defused when the terrorist set it off,0,10
1234,the bomb exploded when the terrorist set it off,1,9
1235,the food he dropped was ruined by his dog,1,9
1235,the food he dropped was cooked by his dog,0,9
1236,the book was deemed inappropriate for children,1,7
1236,the book was deemed inappropriate for human,0,7
1238,after I replaced the batteries the flashlight was on,1,9
1238,after I replaced the batteries the flashlight was dead,0,9
1239,I scratched my skin to relieve scar,0,7
1239,I scratched my skin to relieve the itch,1,8
1240,the burglar broke into my house without calling me up,0,10
1240,the burglar broke into my house without awakening me up,1,10
1242,the mirror in the bathroom fogged up after she applied her makeup,0,12
1242,the mirror in the bathroom fogged up after she took a shower,1,12
1243,the security guard put the man down for his sneaky behavior,1,11
1243,the security guard let the man pass for his sneaky behavior,0,11
1244,the driver rotated the steering wheel and the car turned,1,10
1244,the driver rotated the steering wheel and the car halted,0,10
1245,my shirt was wrinkled so I ironed it,1,8
1245,my shirt was tidy so I ironed it,0,8
1246,the patient is getting worse so the hospital sent him home,0,11
1246,the patient is getting better so the hospital sent him home,1,11
1247,we found no seats in the theater so we sat down,0,11
1247,we found empty seats in the theater so we sat down,1,11
1249,emily came upon a river on the sidewalk,0,8
1249,emily came upon a puddle on the sidewalk,1,8
1250,she covered her ears at the deafening alarm,1,8
1250,she covered her ears at the smelly smoke,0,8
1252,the coach gave his player a high five,1,8
1252,the coach gave the referee a high five,0,8
1253,bob said my breath smelled of garlic so I brushed my teeth,1,12
1253,bob said my breath smelled of garlic so I wiped my mouth,0,12
1254,alex was lost so he drew a map,0,8
1254,alex was lost so he bought a map,1,8
1255,tina pushed the gas pedal to open the car door,0,10
1255,tina pushed the gas pedal to speed the car up,1,10
1256,sarah got away with the crime because new evidence was discovered,0,11
1256,sarah got away with the crime because new evidence was destroyed,1,11
1257,I wiped the book with a tissue and the dust on the cover came off,1,15
1257,I wiped the book with a tissue and the words on the cover came off,0,15
1259,jane forget her ID so she was denied entrance into the bar,1,12
1259,jane brought her ID so she was denied entrance into the bar,0,12
1260,a comet collided the moon and a crater formed on it,1,11
1260,a comet passed by the moon and a crater formed on it,0,12
1261,the benefactor requested to stay anonymous to maintain his privacy,1,10
1261,the benefactor requested to stay anonymous to maintain his reputation,0,10
1262,janice felt ashamed of the scar on her face,1,9
1262,janice felt ashamed of the smile on her face,0,9
1263,the x-ray showed that his arm was painted,0,8
1263,the x-ray showed that his arm was broken,1,8
1264,the boy filled the bucket with sand,1,7
1264,the boy filled the bucket with air,0,7
1265,taylor downgraded her computer hardware for a better experience,0,9
1265,taylor upgraded her computer hardware for a better experience,1,9
1267,I put in some unnecessary contents and the drawers became cluttered,1,11
1267,I threw away some unnecessary contents and the drawers became cluttered,0,11
1268,the student flaunted his test grade to his classmates,1,9
1268,the student flaunted his test grade to his pets,0,9
1269,the boy felt homesick in another country,1,7
1269,the boy felt homesick at his parent's,0,7
1270,she launched a rocket and then it flew up into the sky,1,12
1270,she designed a rocket and then it flew up into the sky,0,12
1271,the boy murmured his reply when his mother told him to speak up,0,13
1271,the boy murmured his reply when his mother told him to whisper,1,12
1272,he put the flowers he just bought into the vase,1,10
1272,he put the tree he just bought into the vase,0,10
1273,the lipstick on his cheek implied he was kissed by a woman,1,12
1273,the lipstick on his cheek implied he blushed in front of a woman,0,13
1274,the gardener put seeds in the soil to make his plants flourish,0,12
1274,the gardener put fertilizer in the soil to make his plants flourish,1,12
1275,the pipe burst because the water was frozen,1,8
1275,the pipe burst because the water was unsanitary,0,8
1276,the company lost money due to its positive consumer reviews,0,10
1276,the company lost money due to its negative consumer reviews,1,10
1277,ben woke up with a toothache so he skipped an appointment with his dentist,0,14
1277,ben woke up with a toothache so he made an appointment with his dentist,1,14
1278,the team lost the game due to the injury of the referee,0,12
1278,the team lost the game due to the injury of their best player,1,13
1279,children are not allowed to watch the movie because it's animated,0,11
1279,children are not allowed to watch the movie because it's rated R,1,12
1280,paul deleted the email for it's an important emailfalse : 1,0,11
1280,paul deleted the email for it's a spam email,1,9
1281,the student's grade was higher for the incorrect answer on the exam,0,12
1281,the student's grade was lower for the incorrect answer on the exam,1,12
1282,the toddler started crying without his favorite toy,1,8
1282,the toddler started crying with his favorite toy,0,8
1283,monica pushed herself off the top of the slide and glided down,1,12
1283,monica pushed herself off the top of the slide and crawled up,0,12
1284,humans fly in the sky,0,5
1284,birds fly in the sky,1,5
1286,I write with a comb,0,5
1286,I write with a pencil,1,5
1288,I enjoy dancing shows in radio,0,6
1288,I enjoy dancing shows on TV,1,6
1290,you acquire objects when you go shopping,1,7
1290,you give objects when you go shopping,0,7
1291,he runs errands to earn money,1,6
1291,he runs errands to spend money,0,6
1292,"If you want to get a question, you will use a calculator",0,12
1292,"If you want to get an answer, you will use a calculator",1,12
1293,You will sleep more if you want to get somewhere,0,10
1293,You will study more if you want to get somewhere,1,10
1294,you feel sleepy when you advance into a battle,0,9
1294,you feel fear when you advance into a battle,1,9
1295,You would cool off because you want to feel more comfortable,1,11
1295,You would cool off because you want to feel more exciting,0,11
1296,You would hang out at school because you want to drink with friends,0,13
1296,You would hang out at the bar because you want to drink with friends,1,14
1297,he turns the pages while reading a magazine,1,8
1297,he closes his eyes while reading a magazine,0,8
1298,You would buy something big because you want to carry it with you,0,13
1298,You would buy something small because you want to carry it with you,1,13
1299,Usually you need to invite friends to a party,1,9
1299,Usually you need to invite animals to a party,0,9
1300,he needs to pay the cost of admission to go to the hospital,0,13
1300,he needs to pay the cost of admission to go to a film,1,13
1302,He used a torch to cool the freshly cooked beef,0,10
1302,He used a breeze to cool the freshly cooked beef,1,10
1303,"I'm too full for lunch, so I'm going for a walk",1,11
1303,"I'm too full for lunch, so I'm going to eat more",0,11
1305,People usually read books they are interested in,1,8
1305,People usually read books they are not interested in,0,9
1306,You can practice English by communicating more with others,1,9
1306,You can practice English by speaking more Spanish,0,8
1307,It is especially bad to harm a child,1,8
1307,It is especially good to harm a child,0,8
1308,You would enjoy the company of your friends because they like the people you hate,0,15
1308,You would enjoy the company of your friends because they hate the same people you do,1,16
1309,babies are smaller than adults,1,5
1309,babies are bigger than adults,0,5
1310,You are likely to find a bird in a burrow,0,10
1310,You are likely to find a weasel in a burrow,1,10
1313,Standing in the snow makes you feel hot,0,8
1313,Standing in the snow makes you feel cold,1,8
1314,boats sail on the water,1,5
1314,boats sail on the sky,0,5
1315,I feel dirty after taking a bath,0,7
1315,I feel clean after taking a bath,1,7
1316,Everyone's skin color is different,1,5
1316,Everyone has the same skin color,0,6
1318,Disabled people's life is inconvenient,1,5
1318,Disabled people's life is convenient,0,5
1321,Human beings should not destroy the environment,1,7
1321,Human beings should destroy the environment,0,6
1322,People shouldn't play pirated games,1,5
1322,People should play pirated games,0,5
1323,"I watered the flowers every day, so it opened very well",1,11
1323,"I did not water the flowers, so it opened very well",0,11
